,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Country,Country,Country,Spoken_lang,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Descriptive,Numerical,Numerical,Numerical,Numerical,Numerical,Release_year,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Numerical,Numerical,Company,Company,Company,Company,Release_year,Release_year,Release_year,Release_year,Release_year,Numerical,Country,Country,Country,Country,Country,Country,Country
1188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110000000.0,107.0,169801921.0,190.0,53.0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,11,0,0,1,1,0,0,0,0,1,9,0,1,1,0,0,1,0
1189,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000.0,89.0,118154166.0,315.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1190,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500000.0,113.0,20000000.0,463.0,49.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17311.0,59.0,137365.0,170.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0,134.0,187733202.0,379.0,47.0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0
1193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000000.0,94.0,129181830.0,181.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,109.0,34227298.0,112.0,52.0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0
1195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000000.0,121.0,194564672.0,231.0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1196,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,89.0,106127278.0,201.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0
1197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,93.0,69474661.0,280.0,33.0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0
1198,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,30000000.0,100.0,84790678.0,236.0,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1199,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.0,101.0,98376292.0,341.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50000000.0,91.0,26134477.0,119.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1201,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000.0,95.0,668274.0,140.0,125.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000.0,127.0,66787908.0,243.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5000000.0,98.0,18945682.0,231.0,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46000000.0,117.0,100860818.0,346.0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45000000.0,112.0,86165646.0,160.0,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000.0,181.0,140866.0,298.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000000.0,95.0,34836080.0,301.0,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,7,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1209,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000.0,90.0,79915361.0,149.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.0,109.0,7871522.0,442.0,47.0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1211,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000.0,137.0,84606030.0,226.0,35.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,113.0,44907260.0,118.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,28000000.0,131.0,140767956.0,329.0,39.0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1217,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12000000.0,145.0,1195929.0,150.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18000000.0,87.0,68824526.0,247.0,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0
1219,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,140.0,173128787.0,145.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
1220,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58000000.0,111.0,199006387.0,184.0,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1222,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000000.0,123.0,90247624.0,145.0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0
1223,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,104.0,5186767.0,162.0,59.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1226,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000000.0,102.0,16174377.0,280.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1227,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000.0,116.0,4336222.0,525.0,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1228,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37000000.0,98.0,39223950.0,239.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1229,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,99.0,174600318.0,402.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0
1230,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22000000.0,93.0,127092670.0,178.0,99.0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,90.0,22391000.0,473.0,47.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1232,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100000000.0,121.0,152500000.0,469.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,2,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
1233,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,109.0,326551094.0,305.0,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1234,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,122.0,14848839.0,246.0,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27000000.0,113.0,96888996.0,230.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13000000.0,112.0,14894347.0,239.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1237,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,83.0,171757863.0,298.0,22.0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15000000.0,84.0,126636097.0,286.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1240,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000000.0,98.0,173959438.0,223.0,77.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644736.0,126.0,11544247.0,350.0,70.0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1242,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000.0,104.0,127980002.0,423.0,53.0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0
1243,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,140.0,76287982.0,824.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1244,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0,104.0,2715876.0,96.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1246,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70000000.0,97.0,60279822.0,468.0,25.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1247,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140000000.0,95.0,109578115.0,249.0,32.0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1248,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35000000.0,130.0,83073883.0,486.0,25.0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000000.0,134.0,200512643.0,577.0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1250,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,119.0,87145086.0,123.0,47.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1251,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66000000.0,122.0,99414250.0,330.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1252,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000.0,103.0,332710.0,100.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,5,1,0,0,0,0,0,0,0,1,10,1,1,0,1,0,0,0
1253,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,106.0,222809600.0,429.0,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0
1255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,44000000.0,118.0,8253978.0,392.0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000.0,102.0,94000000.0,211.0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1257,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,50000000.0,115.0,88323487.0,384.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0
1258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35000000.0,105.0,11300000.0,384.0,84.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1259,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,108.0,41323171.0,120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1260,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80341000.0,150.0,127814609.0,396.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1261,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8000000.0,110.0,64240813.0,158.0,41.0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1262,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000.0,104.0,110317580.0,360.0,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1263,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000000.0,120.0,172363301.0,364.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,103.0,411115.0,451.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1265,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32000000.0,119.0,55157539.0,245.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1266,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,131.0,75395048.0,294.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000000.0,113.0,80276156.0,374.0,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,4,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0
1268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,93.0,40381260.0,379.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
1269,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000.0,125.0,122919055.0,308.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
